"","period","year","month","date","label","account","account_label","account_generic","account_subcategory","account_category","account_statement","value"
"1204","2023-12",2023,12,2023-12-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1205","2024-01",2024,1,2024-01-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1206","2024-01",2024,1,2024-01-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1207","2024-02",2024,2,2024-02-29,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1208","2024-02",2024,2,2024-02-29,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1209","2024-03",2024,3,2024-03-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1210","2024-03",2024,3,2024-03-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1211","2024-04",2024,4,2024-04-30,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1212","2024-04",2024,4,2024-04-30,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1213","2024-05",2024,5,2024-05-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1214","2024-05",2024,5,2024-05-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1215","2024-06",2024,6,2024-06-30,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1216","2024-06",2024,6,2024-06-30,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1217","2024-07",2024,7,2024-07-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1218","2024-07",2024,7,2024-07-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1219","2024-08",2024,8,2024-08-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1220","2024-08",2024,8,2024-08-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1221","2024-09",2024,9,2024-09-30,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1222","2024-09",2024,9,2024-09-30,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1223","2024-10",2024,10,2024-10-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1224","2024-10",2024,10,2024-10-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1225","2024-11",2024,11,2024-11-30,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1226","2024-11",2024,11,2024-11-30,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1227","2024-12",2024,12,2024-12-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1228","2024-12",2024,12,2024-12-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1229","2025-01",2025,1,2025-01-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1230","2025-01",2025,1,2025-01-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1231","2025-02",2025,2,2025-02-28,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1232","2025-02",2025,2,2025-02-28,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1233","2025-03",2025,3,2025-03-31,"depreciation of mixing and molding machines - 2",92030,"production","cost pool","cost pool","internal transfer","management accounting",2500
"1234","2025-03",2025,3,2025-03-31,"depreciation of mixing and molding machines - 2",16330,"accumulated depreciation - mixing and molding machines","operating assets","long term assets","assets","balance sheet",-2500
"1235","2020-03",2020,3,2020-03-18,"operating lease of chocolate factory - 1",15910,"capital lease - chocolate factory","operating assets","long term assets","assets","balance sheet",833958.07
"1236","2020-03",2020,3,2020-03-18,"operating lease of chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",833958.07
"1237","2020-04",2020,4,2020-04-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",830.21
"1238","2020-04",2020,4,2020-04-30,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-830.21
"1239","2020-04",2020,4,2020-04-30,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",4169.79
"1240","2020-04",2020,4,2020-04-30,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",4169.79
"1241","2020-04",2020,4,2020-04-30,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-830.21
"1242","2020-04",2020,4,2020-04-30,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-4169.79
"1243","2020-04",2020,4,2020-04-30,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"1244","2020-05",2020,5,2020-05-31,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",834.36
"1245","2020-05",2020,5,2020-05-31,"depreciation of chocolate factory - 1",16910,"accumulated depreciation - chocolate factory","operating assets","long term assets","assets","balance sheet",-834.36
"1246","2020-05",2020,5,2020-05-31,"interest on chocolate factory - 1",66300,"interest expenses - capital lease","interest expenses","operating expenses","operating expenses","income statement",4165.64
"1247","2020-05",2020,5,2020-05-31,"interest on chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",4165.64
"1248","2020-05",2020,5,2020-05-31,"payment for chocolate factory - 1",26300,"capital lease liability","long term debt","long term debt","liabilities","balance sheet",-834.36
"1249","2020-05",2020,5,2020-05-31,"payment for chocolate factory - 1",23300,"accrued interest - capital lease","interests","current liabilities","liabilities","balance sheet",-4165.64
"1250","2020-05",2020,5,2020-05-31,"payment for chocolate factory - 1",10100,"cash - operations","cash","current assets","assets","balance sheet",-5000
"1251","2020-06",2020,6,2020-06-30,"depreciation of chocolate factory - 1",92030,"production","cost pool","cost pool","internal transfer","management accounting",838.53
